Date,SRC,ID,loan_amnt,int_rate,installment,grade_new,annual_inc,verification_status_new,addr_state,fico_pct_change_new,revol_bal,revol_util,total_pymnt,total_rec_prncp,total_rec_int,last_pymnt_amnt,tot_cur_bal,total_rev_hi_lim,avg_cur_bal,tot_hi_cred_lim,total_bal_ex_mort,total_il_high_credit_limit,loan_status_new
4/1/2017,Fake,106196212,5000,10.49,162.49,1,80000,1,NJ,0,3194,26.6,1153.47,853.61,299.86,162.49,239905,12000,18454,268815,41240,57894,0
4/1/2017,BBG,104611326,24000,16.99,596.34,0,50000,0,FL,0,22960,41.1,4748.07,2156.95,2591.12,596.34,22960,55900,2296,55900,22960,0,0
3/1/2017,S&P,102044338,10000,11.49,329.72,1,55000,1,FL,0,9455,55.3,10601.47823,10000,601.48,8965.65,161844,17100,14713,180819,21331,16467,0
6/1/2016,Reuters,79593106,5500,8.39,173.35,1,54778.8,1,WA,0,6713,49.4,5884.285774,5500,384.29,4155.92,33777,13600,4222,51216,33777,37616,0
8/1/2016,Fake,88663259,5000,13.49,169.66,1,50000,1,OH,0,2402,37.5,2707.07,1976.6,730.47,169.66,12437,6400,1555,26033,12437,19633,0
8/1/2017,BBG,115413545,16000,12.62,360.95,1,70000,0,MI,0,21682,53.3,1421.36,782.98,638.38,360.95,50544,40700,2660,73323,50544,32623,0
11/1/2013,S&P,8968231,8875,12.99,299,1,33000,0,AZ,0,13142,29.5,1495,1036.85,458.15,299,116158,44500,11616,155196,15700,8396,1
9/1/2017,Reuters,117288284,15000,20,397.41,0,63000,1,RI,0,7206,39,1195.43,447.14,728.42,397.41,54858,18500,4987,68221,54858,49647,0
7/1/2017,Fake,111915700,7000,13.59,237.86,1,90000,1,NY,0,87766,89,1184.02,811.09,372.93,237.86,155535,98570,10369,194537,82961,27667,0
4/1/2013,BBG,4425347,25000,16.29,611.82,1,59000,1,KS,0,36273,61.1,35948.67522,25000,10948.68,8416.78,141276,59388,20182,166020,36273,0,0
4/1/2013,S&P,4044713,24000,15.8,581.09,1,96000,1,MI,0,27939,65.6,25242.88,24000,1242.88,23499.61,66763,42600,5564,84650,66763,42050,0
8/1/2014,Reuters,23683387,21000,11.67,463.64,1,75000,1,KY,0,33225,57,18545.6,12610.21,5935.39,463.64,275210,58300,18347,325901,61223,42573,0
8/1/2017,Fake,114132712,40000,13.59,1359.16,1,53900,1,ND,0,22290,71,40019.63,40000,19.63,40049.83,316596,31400,26383,357049,97002,98586,0
4/1/2015,BBG,44683590,13000,6.68,399.51,1,85000,1,IN,1,1542,14.8,14289.9508,13000,1289.95,3912.34,348982,10400,38776,380060,73285,84012,0
9/1/2015,S&P,60355429,30600,16.55,753.11,0,66560,1,CO,0,23616,75.9,20305.83,10742.5,9563.33,753.11,119842,31100,9219,166890,119842,135790,0
7/1/2013,Reuters,5774308,3000,16.29,105.91,1,31000,1,NY,0,13910,86.4,3812.351406,3000,812.35,105.5,18589,16100,1430,20100,18589,4000,0
9/1/2015,Fake,59879257,20050,13.99,685.17,1,65000,1,PA,0,12326,32,17783.25,13618.13,4165.12,685.17,219735,38155,8789,248405,41388,27250,0
12/1/2016,BBG,95153549,12000,11.49,395.66,1,52000,1,DE,0,9280,70.3,4728.77,3552.33,1176.44,395.66,190228,13200,31705,209577,9280,0,0
12/1/2015,S&P,68343089,10000,16.59,354.5,0,75000,0,NY,0,12877,79.5,8144.28,5808.67,2335.61,354.5,138752,16200,15417,148215,27758,11684,0
7/1/2014,Reuters,20369210,7000,13.98,239.18,1,50000,0,MI,0,29648,76.4,6218.68,4754.76,1463.92,239.18,38234,38800,4779,53218,38234,14418,1
10/1/2015,Fake,61732356,24000,12.29,800.48,1,52804,1,NV,0,32708,91.1,20771.51,16428.55,4342.96,800.48,32708,35900,6542,35900,32708,0,0
1/1/2015,BBG,1407005,30000,10.49,644.67,1,190000,1,NJ,1,31135,31.4,35868.08,30000,5868.08,19141.63,596822,99100,39788,749668,121843,118568,0
10/1/2015,S&P,61489269,6500,7.89,203.36,1,90000,0,TX,0,48041,46.2,7038.916039,6500,538.92,4194.73,241206,103900,10487,317041,61445,22729,0
5/1/2014,Reuters,15249472,10000,14.64,236.02,1,45000,1,CT,0,2973,80.5,4248.36,2276.47,1971.89,236.02,146297,3700,20900,149717,13298,10973,1
10/1/2012,Fake,1552407,9000,6.62,276.34,1,34000,1,MN,1,9500,52.8,9947.956723,9000,947.96,281.39,50960,18000,7280,74527,50960,56527,0
4/1/2016,BBG,75359337,12000,10.75,259.42,1,40000,1,NJ,0,8625,53.9,5181.23,3311.42,1869.81,259.42,8625,16000,1078,16000,8625,0,0
10/1/2015,S&P,63314318,20000,8.18,628.39,1,85000,0,NY,0,8161,37.1,16329.05,13945.43,2383.62,628.39,17566,22000,2509,41305,17566,19305,0
5/1/2017,Reuters,107628946,18000,13.99,615.11,1,192000,1,GA,0,14644,95.7,4291.78,2937.99,1353.79,615.11,46321,15300,11580,64213,46321,48913,0
7/1/2015,Fake,54988240,11000,11.53,362.9,1,25000,1,DE,0,15273,16.1,12227.05,11000,1227.05,7886.34,23873,95100,1836,103700,23873,8600,0
10/1/2016,BBG,91173914,22000,14.49,757.16,1,69000,1,GA,0,12257,24.1,25037.47454,22000,3037.47,15986.97,47625,50800,1984,91849,47625,38763,0
10/1/2014,S&P,27532608,30000,10.15,970.13,1,102636,1,CA,0,178953,81.4,32245.44,30000,2245.44,24484.4,351916,202700,31992,447686,205234,37986,0
6/1/2016,Reuters,79066205,5000,10.75,163.11,1,25000,1,FL,1,6956,17.7,2932.99,2299.92,633.07,163.11,6956,39200,580,39200,6956,0,0
10/1/2016,Fake,91296843,18000,9.49,576.51,1,60000,1,WA,0,13044,68.7,13990.51,12644.27,1346.24,1000,13044,19000,4348,19000,13044,0,0
7/1/2017,BBG,113365659,23425,16.02,569.9,1,243375,1,CA,0,144451,81,2828.65,1320.68,1507.97,569.9,821380,178650,48316,890473,64557,60000,0
1/1/2015,S&P,38579561,35000,11.44,1153.17,1,360000,1,TX,0,68279,108,41426.31972,35000,6426.32,3427.32,884366,65900,98263,938838,218559,190139,0
7/1/2016,Reuters,84513532,22300,13.99,762.06,1,50699,1,CA,0,16775,54.5,3775.64,2569.62,1206.02,762.06,22184,30800,2465,42800,22184,12000,1
9/1/2016,Fake,89958441,21000,16.99,521.8,0,169000,1,MA,0,143475,81.6,25035.27457,21000,4035.27,18271.69,1198680,168000,133187,1274500,164620,25000,0
11/1/2014,BBG,33161368,20000,7.12,618.64,1,80000,1,WY,0,5723,26.4,22263.12387,20000,2263.12,618.63,163356,21700,18151,185148,36444,35241,0
4/1/2015,S&P,44936142,9000,9.99,290.37,1,74500,1,CA,0,7284,72.1,10032.59,9000,1032.59,5660.84,245468,10100,30684,267088,26891,30167,0
1/1/2016,Reuters,69187857,12000,11.99,398.52,1,42000,1,FL,0,11003,57,7749.8,5797.89,1951.91,61.97,127412,19300,11583,151166,127412,131866,1
7/1/2015,Fake,55178655,35000,12.29,783.7,1,115000,1,VA,1,35234,38.6,22703.4,14274.63,8428.77,783.7,202188,113100,14442,331776,73786,57176,0
11/1/2015,BBG,63450271,28000,5.32,843.22,1,208000,1,TX,1,5391,8.1,22124.09,20078.54,2045.55,843.22,30870,66700,2573,105945,30870,34125,0
4/1/2013,S&P,3925119,25000,14.33,586,1,90000,1,TN,0,28200,40,19924,11969.02,7954.88,586,247338,70500,30917,298600,28200,0,1
4/1/2015,Reuters,46783208,6025,10.99,197.23,1,45500,1,CA,0,20586,68.2,6980.988992,6025,955.99,2448.38,27284,30200,1949,45762,27284,15562,0
9/1/2016,Fake,89945783,7200,7.99,225.59,1,33120,1,MA,0,4114,31.4,3455.06,2915.46,539.6,225.59,15361,13100,3072,25304,15361,12204,0
9/1/2017,BBG,118549067,5200,10.42,168.82,1,68000,1,OR,0,2487,92.1,503.45,374.23,129.22,168.82,334678,2700,66936,341892,93870,88379,0
8/1/2014,S&P,25567049,19675,20.99,532.17,0,70980,1,MT,0,21454,66.2,25672.82,19675,5997.82,16093.76,281421,32400,18761,338435,63716,59546,0
2/1/2016,Reuters,71119881,3500,23.13,135.73,0,36000,1,CA,0,7556,48.7,2433.17,1305.55,1127.62,135.73,46321,15500,4211,57283,46321,41783,0
10/1/2015,Fake,63464420,21000,13.99,488.53,1,86000,0,CA,0,36589,76.4,4837.87,1505.52,1409.34,488.53,187530,47900,18753,213342,69692,44442,1
11/1/2013,BBG,8999432,26500,10.99,867.46,1,60000,1,CA,1,17399,38,31228.15998,26500,4728.16,867.06,36847,45800,4606,87949,36847,42149,0
11/1/2015,S&P,64987369,18000,9.99,580.73,1,70000,1,FL,0,23460,48.7,14498.27,11913.72,2584.55,580.73,202263,48200,18388,234778,44133,13500,0
9/1/2015,Reuters,60576547,15000,12.29,335.87,1,42000,1,TN,0,9770,63.4,8766.61,5396.96,3369.65,335.87,130058,15400,18580,145546,58229,48667,0
2/1/2017,Fake,97316227,6300,25.49,252.13,0,34881,1,AR,0,4341,59.5,2527.38,1298.06,1214.32,252.13,11888,7300,1698,15859,11888,8559,0
10/1/2013,BBG,8234951,8000,9.99,258.1,1,58200,1,KY,1,4690,39.1,8487.41033,8000,487.41,6682.71,217460,12000,24162,254226,25471,26437,0
9/1/2017,S&P,118271296,25000,13.59,576.41,1,57000,1,NJ,1,8001,13.7,1237.76,589.9,647.86,576.41,26758,58600,1487,86600,26758,28000,0
3/1/2017,Reuters,102175664,5000,11.49,164.86,1,50000,1,AZ,0,7416,56.6,1477.36,1094.1,383.26,164.86,31419,13100,3491,40040,31419,26940,0
9/1/2017,Fake,119426873,22000,15.05,523.96,1,75369,1,OH,0,27580,77,1011.13,499.2,511.93,523.96,111803,35800,6211,146812,53615,40039,0
5/1/2017,BBG,107451428,15000,11.39,493.86,1,73000,1,IL,0,35584,73.8,3438.04,2531.57,906.47,493.86,184817,48200,11551,287209,50111,56585,0
6/1/2014,S&P,18895827,20000,10.99,654.68,1,87000,1,TX,0,19837,47.6,21316.84,20000,1316.84,17388.76,119004,41700,5174,151324,119004,109163,0
1/1/2016,Reuters,69008370,16000,13.44,542.51,1,45000,0,NY,0,20380,47.5,18788.68272,16000,2788.68,8492.94,107879,42900,7192,163804,76857,65221,0
1/1/2017,Fake,96767562,34000,26.24,1374.24,0,1.00E+05,1,TX,0,8144,28.2,6821.64,3294.84,3526.8,1374.24,266513,28900,38073,299317,59536,62867,1
8/1/2015,BBG,58642667,21000,16.55,516.84,0,53750,1,OK,0,10833,62.3,12384.85,6410.39,5974.46,516.84,33988,17400,3090,59642,33988,42242,0
2/1/2013,S&P,3350828,16000,14.09,547.55,1,52000,1,OK,0,13028,90.5,19452.39,16000,3452.39,5217.94,155237,14400,14112,180826,18461,22209,0
12/1/2016,Reuters,95093208,12000,7.49,373.22,1,51000,1,NY,1,7143,20.2,12391.2968,12000,391.3,10910.9,13214,35300,1468,45708,13214,10408,0
2/1/2014,Fake,12174960,10000,19.47,262,0,30000,1,NJ,0,15815,83.2,8006.98,3340.37,3995.63,262,15815,19000,3163,19000,15815,0,1
7/1/2016,BBG,84606971,15000,22.39,575.89,0,30888,1,TX,0,10069,83.2,9771.47,5858.29,3913.18,575.89,13445,12100,2689,19298,13445,7198,0
7/1/2016,S&P,83755373,20225,27.49,623.52,0,44000,1,NY,1,27049,55.8,10614.91,3284.52,7330.39,623.52,27049,48500,5410,48500,27049,0,0
7/1/2015,Reuters,56944751,12000,14.65,413.94,1,60000,1,PA,0,7130,43.2,12048.23,9352.56,2695.67,413.94,37000,16500,2643,54182,37000,37682,0
5/1/2013,Fake,4765555,15000,14.09,513.33,1,112000,0,CA,0,21888,92.4,17717.4,15000,2717.4,7965.74,21888,23700,4378,23700,21888,0,0
3/1/2016,BBG,73530095,10000,5.32,301.15,1,52000,0,OH,0,6796,28.6,6020.04,5358.44,661.6,301.15,238683,23800,26520,263966,6796,0,0
7/1/2015,S&P,54177914,19000,7.89,594.43,1,84000,1,AZ,0,31536,33.2,19629.89,19000,629.89,385.54,49532,115400,2752,135400,49532,20000,0
5/1/2015,Reuters,49593674,16000,13.99,372.21,1,70000,1,IL,0,11863,64.1,16498.14,16000,498.14,16138.37,221492,18500,18458,245661,36926,36461,0
3/1/2016,Fake,75497805,23100,11.99,767.15,1,155000,0,VA,0,5175,69.9,25618.8365,23100,2518.84,17195.58,43748,7400,7291,54341,43748,46941,0
8/1/2016,BBG,87185387,22000,7.99,689.3,1,76500,0,NY,1,2109,8.8,11009.27,9132.55,1876.72,689.3,44825,23900,4981,99750,44825,75850,0
1/1/2014,S&P,10139129,4500,14.98,155.95,1,69500,0,CA,0,3439,57,4866.51795,4500,366.52,3931.04,24614,6000,4102,36116,27019,30116,0
3/1/2016,Reuters,73846127,8000,10.75,260.97,1,140000,0,TX,0,27855,59.6,8918.902301,8000,918.9,5274.88,397769,46700,23398,483206,98428,132006,0
9/1/2015,Fake,60800964,16000,10.99,347.8,1,67500,1,GA,0,17251,28.1,9380.83,6133.4,3247.43,347.8,287743,61400,10657,345463,143893,136780,0
4/1/2017,BBG,105938531,7500,12.74,251.77,1,70134,1,NC,0,6412,36.9,2005.95,1429.44,576.51,251.77,18291,17400,2286,33107,18291,15707,0
11/1/2015,S&P,64220785,15000,7.26,298.87,1,1.00E+05,0,OH,1,23683,42.7,7486.87,5598.85,1888.02,298.87,213081,55500,16391,285172,82329,74072,0
7/1/2015,Reuters,55758276,4000,11.53,131.97,1,55000,0,MI,0,3171,28,3822.01,3111.07,710.94,131.97,201791,11300,25223,211912,41871,38700,0
11/1/2014,Fake,35601175,20000,11.99,664.2,1,79000,1,IN,0,9175,81.9,21181.77,20000,1181.77,17887.41,36714,11200,5245,65794,36714,54594,0
3/1/2017,BBG,102477390,2500,8.24,78.62,1,55000,0,IN,1,2174,8.3,627.82,503.61,124.21,78.62,120668,26100,10970,165449,31554,47449,0
5/1/2016,S&P,78972622,20000,18.25,725.56,0,99000,1,NY,0,4813,51.2,23035.03909,20000,3035.04,15820,55169,9400,9195,72544,55169,56567,0
2/1/2016,Reuters,70212515,8000,7.39,248.45,1,45000,0,NY,0,7256,82.5,5462.62,4677.37,785.25,248.45,30363,8800,6073,36787,30363,27987,0
5/1/2017,Fake,108255766,18000,15.05,428.7,1,85000,1,NJ,0,6749,64.3,2978.25,1474.79,1503.46,428.7,73099,10500,5221,96924,32496,43624,0
1/1/2015,BBG,38500053,1500,8.19,47.14,1,165000,0,MA,0,5866,33.3,1694.455936,1500,194.46,186.66,200066,17600,16672,238804,40596,43704,0
11/1/2015,S&P,64360497,18000,9.99,580.73,1,95000,1,FL,0,25758,44.5,14498.27,11920.06,2578.21,580.73,361566,57900,22598,404600,53758,33300,0
11/1/2014,Reuters,36059000,12000,9.49,384.34,1,83725,0,TX,0,17769,87.1,13808.26111,12000,1808.26,1523.22,119258,20400,7015,169043,71606,83677,0
10/1/2014,Fake,28653858,3000,15.61,104.9,0,20000,0,MN,0,11349,100.4,3523.82,3000,523.82,1950.32,22105,11300,5526,26404,22105,15104,0
5/1/2015,BBG,50004194,30000,17.86,1082.47,0,80000,1,CO,0,24278,60.1,34970.76,30000,4970.76,23052.59,263821,40400,17588,300247,74087,69847,0
1/1/2016,S&P,69723148,14000,9.8,296.09,1,140000,0,OH,0,5065,39,6506.36,4360.94,2145.42,296.09,28544,13000,3568,47195,28544,34195,0
10/1/2015,Reuters,62884753,28000,15.61,675.12,0,95000,1,OH,0,39867,78.2,17528.84,9540.79,7988.05,675.12,225025,51000,16073,244122,43428,7122,0
5/1/2017,Fake,108816009,25000,5.32,752.87,1,2.00E+05,1,VA,1,158617,32.7,5262.7,4553.5,709.2,752.87,677911,191900,56493,747962,187366,46062,0
5/1/2017,BBG,107088576,12000,15.99,421.83,1,60000,1,MO,0,16194,34.7,2931.49,1908.45,1023.04,421.83,29110,46700,1941,59266,29110,12566,0
12/1/2015,S&P,67849479,18000,9.76,578.79,1,110000,0,WA,0,2079,50.7,19879.77953,18000,1879.78,11152.32,2079,4100,520,4100,2079,0,0
8/1/2017,Reuters,114955862,24000,21.45,909.76,0,110000,1,OR,0,14644,61,3581.84,1975.22,1606.62,909.76,310118,24000,23855,348224,57094,70574,0
3/1/2016,Fake,75279336,30000,11.47,988.86,1,80260,1,NE,0,13281,57,34001.38363,30000,4001.38,8.56,144461,23300,20637,203725,46747,56466,0
9/1/2016,BBG,89828963,15000,8.99,476.93,1,75000,0,CA,0,19769,71.1,7138.97,5764.62,1374.35,476.93,34638,27800,4330,45643,34638,17843,0
11/1/2016,S&P,92871759,22000,7.99,689.3,1,75000,0,MI,1,20403,49.8,8951.13,7345.53,1605.6,689.3,107898,41000,15414,160900,29523,12800,0
8/1/2016,Reuters,85641536,9000,7.59,280.33,1,56000,1,NC,0,13608,15.5,9698.406675,9000,698.41,5781.38,23915,87600,1840,102600,23915,15000,0
3/1/2015,Fake,43490428,5400,10.99,176.77,1,60000,1,AZ,0,5004,35.2,2651.56,1749.17,545.54,176.77,51057,14200,4255,66860,51057,52660,1
1/1/2016,BBG,68984998,4000,13.44,135.63,1,56000,1,NY,0,3215,74.8,3112.02,2367.44,744.58,135.63,35266,4300,7053,42137,35266,37837,0
10/1/2012,S&P,1566788,1400,17.77,50.46,0,21120,1,CA,0,1035,60.9,1480.484893,1400,80.48,1329.28,1035,1700,345,1700,1035,0,0
4/1/2016,Reuters,75870436,20000,21.18,755.36,0,75000,1,DE,0,28528,51.9,24257.06848,20000,4257.07,14484.46,221886,55100,9647,262754,38768,12000,0
11/1/2015,Fake,65362423,10000,13.67,340.18,1,24000,1,PA,0,9223,36.3,7522.89,5682.6,1245.09,340.18,22970,25400,2297,43190,22970,17790,1
1/1/2017,BBG,96590850,15000,14.99,519.91,1,84000,1,OK,0,6697,69,5706.52,3893.89,1812.63,519.91,197787,9700,24723,215622,26628,27219,0
8/1/2015,S&P,57277351,7000,8.18,219.94,1,140000,1,NC,0,26400,77.2,6155.14,5293.39,861.75,219.94,249232,33700,14661,261563,98038,56863,0
10/1/2015,Reuters,62964550,8000,12.29,266.83,1,55000,0,IL,0,6395,30.9,6912.48,5476.28,1436.2,266.83,36208,20700,3292,45098,36208,24241,0
7/1/2017,Fake,112056696,10000,12.62,335.12,1,65000,1,IN,0,16010,63.8,1693.13,1173.71,519.42,335.12,48152,25100,1720,63128,48152,38028,0
3/1/2013,BBG,3537193,10050,14.09,343.93,1,30000,0,HI,0,13588,30.3,12381.24201,10050,2331.24,343.69,13588,44900,2718,44900,13588,0,0
1/1/2015,S&P,38545387,21000,7.49,653.14,1,72000,1,PA,0,5688,18.3,22443.87,21000,1443.87,14614.93,206066,31000,18733,254000,23257,30000,0
10/1/2016,Reuters,91152127,3000,13.99,102.52,1,75000,1,CA,0,21608,64.7,1432.95,1020.74,412.21,102.52,39142,33400,3558,61850,39142,28450,0
7/1/2016,Fake,85451767,35000,18.99,1282.79,0,110000,1,IL,0,37798,62.1,39868.12884,35000,4868.13,24803.87,53578,51000,2232,81271,53578,30015,0
7/1/2017,BBG,111588896,32000,30.94,1053.87,0,90000,1,PA,0,11954,59.8,5159.34,1204.55,3954.79,1053.87,324458,20000,29496,337360,49479,41567,0
10/1/2015,S&P,62265709,26000,7.89,813.43,1,64000,1,TX,1,25396,34.7,21548.58,18667.14,2881.44,813.43,51338,73100,6417,125492,51338,52392,0
2/1/2017,Reuters,97555090,24000,11.49,791.32,1,1.00E+05,0,WA,0,47833,50.2,7897.88,5861.88,2036,791.32,105569,95300,8797,166057,105569,70757,0
6/1/2016,Fake,83343826,3500,8.59,110.64,1,70302,1,WI,1,12403,34.2,1884.22,1541.34,342.88,110.64,79078,36300,7189,168896,32335,35196,0
10/1/2014,BBG,31367186,10000,8.39,315.17,1,48000,1,FL,0,9843,70.3,11341.29354,10000,1341.29,315,22174,14600,3696,27498,22174,12898,0
5/1/2017,S&P,107893377,24325,16.02,855.44,1,205000,1,PA,0,6542,57.9,5944.78,3867.05,2077.73,855.44,20055,11300,5014,29480,20055,18180,0
3/1/2017,Reuters,98778715,16000,13.49,368.08,1,90000,1,WY,1,11693,22.3,3205.79,1772.12,1433.67,368.08,96737,52500,9674,163271,96737,110771,0
11/1/2016,Fake,93106576,33600,22.74,942.19,0,80000,1,FL,0,7408,10.8,34100.21971,33600,500.22,5142.67,130326,68500,4494,205084,130326,134598,0
4/1/2013,BBG,4255644,6000,18.49,218.4,0,37100,0,OH,0,5919,60.4,7758.620002,6000,1758.62,1861.82,40029,9800,5004,48581,40029,38781,0
6/1/2015,S&P,50656072,25000,16.99,621.18,0,65000,1,OH,0,20527,85.5,18621.25,9902.32,8718.93,621.18,137580,24000,22930,155581,33202,17180,0
1/1/2015,Reuters,38604578,11000,12.99,370.59,1,88000,1,VA,0,115489,95.2,11192.4,11000,192.4,11208.28,404305,119400,28879,467412,165001,86534,0
5/1/2017,Fake,108203113,9650,21.45,365.8,0,24128,0,OH,0,2882,41.2,2549.1,1427.91,1121.19,365.8,2882,7000,721,7000,2882,0,0
2/1/2016,BBG,70553734,10800,7.89,337.89,1,82000,0,MD,0,8189,54.6,7412.28,6294.71,1117.57,337.89,147964,15000,18496,169006,77176,77756,0
5/1/2014,S&P,16151718,24500,8.39,772.16,1,190000,1,NJ,0,53987,43,26386.66,24500,1886.66,17892.9,669763,125600,39398,746500,53987,0,0
6/1/2013,Reuters,5783745,18000,12.12,598.89,1,82500,0,FL,0,11684,64.6,18696.59846,18000,696.6,2207.43,51143,18100,2435,72126,51143,39468,0
9/1/2013,Fake,7437719,6000,15.1,208.29,1,1.00E+05,1,NY,0,17532,64,7493.200001,6000,1493.2,619.63,35254,27400,4407,56750,35254,29350,0
10/1/2014,BBG,33380856,18450,16.99,657.71,0,42000,0,FL,0,14083,63.4,23642.3114,18450,5192.31,657.29,34234,22200,2445,45663,34234,23463,0
8/1/2017,S&P,114822535,10000,9.93,322.35,1,89000,0,VA,0,6997,45.7,1283.88,970.36,313.52,322.35,6997,15300,1749,15300,6997,0,0
6/1/2014,Reuters,19246037,5500,13.35,186.25,1,40000,1,KY,0,4535,61.3,2048.75,1454.82,593.93,186.25,69262,7400,3298,77156,69262,69756,1
11/1/2013,Fake,8755671,14000,19.2,364.72,0,80000,1,VA,0,9411,50.3,15975.40001,7800.27,6827.05,364.72,83315,18700,10414,97658,9411,0,1
8/1/2016,BBG,85687663,4000,7.59,124.6,1,93600,0,NY,1,13769,13.7,1991.91,1666.44,325.47,124.6,182134,100200,9586,305611,31383,32411,0
10/1/2015,S&P,61902160,25000,9.99,531.06,1,137072,0,VA,0,48786,47.4,28296.88462,25000,3296.88,19813.8,352466,103000,27113,433878,85035,46878,0
10/1/2012,Reuters,1607212,30000,15.31,718.59,1,76000,1,IL,1,32065,57.9,40942.16999,30000,10942.17,15072.93,146229,55400,24372,194650,36979,30000,0
6/1/2017,Fake,109271822,35000,12.62,789.57,1,95000,1,MO,0,8168,45.9,4688.34,2596.35,2091.99,789.57,360661,17800,20037,394369,93207,91371,0
6/1/2016,BBG,81563515,28800,9.16,600.08,1,125000,1,NJ,0,117784,44.6,30625.73761,28800,1825.74,16935.39,144834,264000,6297,309000,144834,45000,0
3/1/2017,S&P,103408455,9850,13.49,334.22,1,40000,1,TX,0,5215,77.8,2659,1859.87,799.13,334.22,23968,6700,3424,37648,23968,30948,0
7/1/2016,Reuters,84536229,15000,10.49,322.34,1,55117,0,SC,1,6532,62.2,15005.03,15000,5.03,15022.51,91215,10500,15203,114493,91215,103993,0
1/1/2016,Fake,68438057,4000,7.49,124.41,1,54000,1,IL,0,8173,85.1,2870.27,2451.31,418.96,124.41,11515,9600,2879,17600,11515,8000,0
9/1/2015,BBG,60667303,20150,18.25,514.43,0,48000,1,NJ,0,18872,89.9,13848.75,6879.94,6968.81,514.43,27871,21000,2534,37789,27871,16789,0
5/1/2017,S&P,107598702,2575,19.99,95.69,0,22000,0,OK,0,4436,92,688.42,388.08,300.34,95.69,15907,4820,3181,16729,16952,11909,0
10/1/2014,Reuters,31768263,30000,18.24,765.73,0,71000,1,MD,0,20780,62.8,26007.6,4043.78,5114.58,765.73,34701,33100,3470,48659,34701,14000,1
12/1/2016,Fake,95278630,12000,15.99,291.76,1,40000,1,AL,0,15795,77,3479.8,1703.59,1776.21,291.76,31622,20500,5270,45203,31622,24703,0
8/1/2017,BBG,116958167,20000,13.59,461.13,1,126000,0,NY,0,2932,31.9,1829.42,954.58,874.84,461.13,742325,9200,123721,768853,14373,15000,0
5/1/2016,S&P,80589079,1075,17.27,38.48,0,26000,1,LA,1,370,5.8,730.09,498.69,231.4,38.48,59001,6400,3688,69467,59001,63067,0
4/1/2016,Reuters,77388685,4500,13.67,153.08,1,59000,1,CA,0,455,19.8,3058.18,2272.17,786.01,153.08,89581,2300,12797,90593,89581,88293,0
3/1/2014,Fake,12866006,9800,14.16,335.71,1,45000,1,RI,0,8957,89.6,11284.14,9800,1484.14,6584.2,32910,10000,3657,43062,32910,33062,0
7/1/2015,BBG,51836883,3000,11.53,98.98,1,54000,0,NC,0,10211,53.5,3243.2,3000,243.2,2453.28,31336,19100,2238,45629,31336,26529,0
11/1/2014,S&P,34873887,11200,16.49,275.29,0,56000,1,NJ,0,22966,74.3,14276.96,11200,3076.96,8241.1,47336,30900,5260,59360,47336,28460,0
6/1/2016,Reuters,83846057,30000,10.99,652.13,1,265000,0,TX,1,18321,11.9,31138.04,30000,1138.04,29199.97,615157,154500,41010,819312,105657,100738,0
9/1/2016,Fake,90218096,7400,9.49,237.01,1,45000,0,WI,0,7993,80.7,5833.11,5247.24,585.87,237.01,7993,9900,2664,9900,7993,0,0
1/1/2017,BBG,96856139,20000,11.39,658.48,1,88000,1,TX,0,11800,39.1,6610.06,4891.79,1718.27,658.48,236067,30200,19672,280934,21513,24999,0
12/1/2014,S&P,36220143,17975,17.14,642.12,0,72000,1,CA,0,3475,53.5,22919.67608,17975,4784.13,6723.25,50196,6500,5577,65364,50196,58864,0
3/1/2014,Reuters,13087419,16800,13.65,387.87,1,60000,1,WY,0,14771,26.2,20329.73,16800,3529.73,12572.33,368802,56400,23050,421796,74397,70991,0
4/1/2017,Fake,104231346,23800,19.99,884.38,0,1.00E+05,1,FL,0,16199,50,4600.51,2000.96,2599.55,363.14,321352,32300,18903,377051,144509,127751,0
6/1/2016,BBG,80828228,21600,7.39,670.81,1,120000,0,CA,1,8305,26.2,12056.84,10203.97,1852.87,670.81,521067,31700,47370,552394,39793,38694,0
11/1/2015,S&P,65626610,15000,14.33,515.08,1,37000,1,NY,0,10872,40.9,12349.98,9273.54,3076.44,515.08,44402,26600,2467,62663,44402,36063,0
11/1/2014,Reuters,35988408,4600,10.49,149.49,1,16502,1,FL,0,5023,47.4,5314.215186,4600,714.22,1583.67,5023,10600,502,10600,5023,0,0
9/1/2015,Fake,59090594,11000,17.86,278.5,0,40000,1,VA,0,10687,83.5,13661.23891,11000,2661.24,8937.65,274635,12800,30515,277071,274635,264271,0
3/1/2017,BBG,100073337,10000,15.99,351.53,1,84000,1,NY,0,8441,32.7,3154.89,2072.55,1082.34,351.53,73918,25800,4348,96055,73918,70255,0
10/1/2014,S&P,28722619,28000,12.49,936.57,1,87000,1,MS,0,23117,64.4,33729.46061,28000,5729.46,12.94,150421,35900,11571,193762,34081,33800,0
2/1/2015,Reuters,39742075,5000,15.99,175.77,0,17650,1,IL,0,4022,21.9,3048.88,1538.06,742.51,175.77,7360,18400,669,22400,7360,4000,1
7/1/2016,Fake,85515110,10800,25.69,321.38,0,45000,1,CA,0,1518,10.9,12873.08306,10800,2073.08,3992.2,34654,13900,6931,51468,34654,37568,0
2/1/2017,BBG,97270080,21100,15.99,513,1,48000,1,CA,0,17162,62,5092.51,2462.5,2630.01,513,17162,27700,1560,27700,17162,0,0
